SimName, ModelName, ExpName, ResponseType, ResponseID, ResponseName,Statistic Name,Count,Average,Standard Deviation,Standard Error,Half-width,Confidence Level,Minimum,Maximum,Sum,Variance,Weighted Average,Weighted Sum,Sum of Weights,Weighted Sum of Squares,Deviation Sum of Squares,Last value collected,Last weighted collected,Kurtosis,Skewness,Lag 1 Covariance,Lag 1 Correlation,Von Neumann Lag 1 Test Statistic,Number of missing observations
Time Shared Computer,Time Shared Computer_Model,Experiment,TimeWeighted,11,CPU Job Q:Num In Q,CPU Job Q:Num In Q,200.0,50.50467124464995,1.1408702014780963,0.08067170559188246,0.15908109507902787,0.95,47.277524149870914,52.97134962499854,10100.934248929989,1.3015848166206718,50.50467124464993,10100.934248929985,200.0,510403.37888454105,259.0153785075137,51.155899117406136,1.0,-0.17353827570226507,-0.2702130792294397,0.12396404437093679,0.09571944730481767,1.3733207188420613,0.0
Time Shared Computer,Time Shared Computer_Model,Experiment,ResponseVariable,12,CPU Job Q:Time In Q,CPU Job Q:Time In Q,200.0,5.488856321821255,0.13044822138685835,0.009224082193637156,0.01818948893787135,0.95,5.100441640819348,5.77454367820683,1097.771264364251,0.01701673846299481,5.488856321821255,1097.771264364251,200.0,6028.895075273564,3.3863309541359667,5.552209774164864,1.0,-0.08761588605136254,-0.2744311097570162,0.001599821441000131,0.09448701043506426,1.3526996953481567,0.0
Time Shared Computer,Time Shared Computer_Model,Experiment,TimeWeighted,14,Using CPU Q:Num In Q,Using CPU Q:Num In Q,200.0,0.999491246499041,4.5091404288346437E-4,3.188443774551393E-5,6.287472460537434E-5,0.95,0.9973602331180574,0.999999594075185,199.89824929980819,2.0332347406951073E-7,0.999491246499041,199.89824929980819,200.0,199.79659082701264,4.046137133983263E-5,0.9996198391088792,1.0,3.7110119613237798,-1.6400139408483618,-6.17124546908876E-9,-0.03050438116521973,-0.4129401885986761,0.0
Time Shared Computer,Time Shared Computer_Model,Experiment,ResponseVariable,15,Using CPU Q:Time In Q,Using CPU Q:Time In Q,200.0,0.10896974718208095,2.0849612526667615E-4,1.4742902402718657E-5,2.9072362381088806E-5,0.95,0.10822960546082122,0.10953334424694813,21.79394943641619,4.347063425121751E-8,0.10896974718208098,21.793949436416195,200.0,2.3748898108415433,8.650656215992285E-6,0.10890564424844777,1.0,0.4466519862772071,-0.3945628267338504,-1.6314661670929764E-9,-0.037718899615428465,-0.5285253990463218,0.0
Time Shared Computer,Time Shared Computer_Model,Experiment,TimeWeighted,16,Number Thinking,Number Thinking,200.0,28.495837508851295,1.1408696537012044,0.08067166685820698,0.15908101869790434,0.95,26.02985340082793,31.722801479662824,5699.167501770259,1.3015835667363063,28.4958375088513,5699.16750177026,200.0,162661.56619595166,259.01512978052494,27.8444810434852,1.0,-0.17347787269363127,0.27022482668824105,0.12394038792812921,0.09570127276591867,1.373070663697108,0.0
Time Shared Computer,Time Shared Computer_Model,Experiment,ResponseVariable,17,Response Time,Response Time,200.0,45.181245940934105,2.148483408827681,0.15192071876488428,0.2995810504934046,0.95,38.1805593305486,50.15672988641205,9036.24918818682,4.615980958007812,45.18124594093408,9036.249188186817,200.0,409187.57716567826,918.5802106435546,44.271267542562015,1.0,0.318088981322209,-0.2845635648745954,0.04961774385118588,0.010803137989751344,0.17785705302657898,0.0
