Rep1,Rep2,Rep3,Rep4,Rep5,Avg,CumAvg
1.39521847044314,0.4871955014809548,0.007358520865105911,1.4788132917646277,0.38548163183958095,0.7508134832786819,0.7508134832786819
2.1053582112159313,1.0297024380744046,0.5940352204193038,1.2539178048195734,1.5018355372867471,1.2969698423631921,1.0238916628209371
1.6762714080716588,0.6137068031001123,0.059323336065917776,0.9918078508925761,1.1497775108437853,0.8981773817948101,0.9819869024788948
3.18906310693973,0.17632496678705767,0.07659635100671869,0.885632508948893,0.6832080594331311,1.0021649986231063,0.9870314265149476
3.1953211099790466,0.6324017275550542,0.9406365631280451,0.011398547897750966,0.10914145475819303,0.9777798806636181,0.9851811173446817
4.608032510126671,0.27301533905376374,1.5312152612581231,0.445608358004959,0.7152174113655354,1.5146177759618102,1.0734205604475364
5.506895990293963,2.411095183054787,0.44903902153945996,2.862365101115776,0.4814358419041449,2.342166227581626,1.2546699414666922
6.06076532573006,2.3337617505426707,0.7241774892243145,3.6009476971781424,1.1105843440438106,2.7660473213437995,1.4435921139513306
7.021805378870411,2.1462978829832426,1.1032064350833402,1.6780030261434362,1.8003553910064687,2.74993362281738,1.5887411704920027
7.126808391654918,3.326312561216282,0.062316798792760864,2.1242468589280747,1.6994139895066116,2.867819720019729,1.7166490254447753
6.829128375993865,3.3848031167237664,0.1983361497711158,1.9589465163702364,1.8625765778813737,2.8467581473480714,1.8193862183450749
6.962835922400169,4.399124378291315,0.16618104933474065,2.0799949627350713,0.3459491330551412,2.7908170891632875,1.9003387909132592
6.860561975261335,1.983687757044141,0.10225931373861563,2.3044934260164034,0.7967140392494425,2.4095433022619877,1.9395083687093153
7.045188564097193,1.0677975153560517,0.5844394079441386,2.8998499137792138,0.21452245792078273,2.3623595718194763,1.9697120260743268
6.687539031521057,1.306568828330068,1.4489259938695547,3.4390975528188754,1.4004376495659727,2.8565138112211055,2.0288321450841122
5.278749561474033,1.423907706284158,1.6018135243819032,0.4803927077097825,1.662786257707431,2.0895299515114614,2.0326257579858216
4.45558629924974,1.5642004615818124,1.1712055619052428,0.1781591127963651,0.3141494803326701,1.536660183173166,2.0034513124086066
4.020358307639297,2.2290642536085734,0.8761143139300867,2.171175229434823,1.9581829218348865,2.2509790052895333,2.0172028509019913
4.268903088796664,2.7757904622109955,0.6050936344600686,1.9466515837401204,0.8657046748064978,2.0924286888028694,2.021162105528353
4.7819992127475395,3.559504655476907,0.9727545446895363,1.837024753523302,1.1349699654069951,2.457250626368856,2.042966531570378
4.202091133360081,2.5217907043466816,0.8613505064633742,0.8996524334204814,1.9432195816283162,2.085620871843787,2.0449976906310168
3.0138453768629034,2.474743763999257,0.3069301396868376,0.9427965202837818,1.3051741856005492,1.6086979972866657,2.0251658863880917
2.6830893214788603,1.6262523984192256,1.2514629271106834,1.1437595629683273,1.5539607740302728,1.6517049968014739,2.008928456406065
2.47896126899289,3.4503128423580485,3.551980788283416,1.4793876134145414,1.439186997018627,2.4799659020135048,2.028555016639708
3.2650976949072223,2.413712297133923,4.066340841983415,0.935032716510424,2.2205593304022244,2.5801485761874416,2.0506187590216176
2.449577561985638,3.0103834796855864,3.3767876402900896,1.4381369368071724,0.38378806233129126,2.1317347362199555,2.0537386042984767
2.2214309820736524,4.0380491391150315,3.3832216209548207,0.7792548400784334,2.414526529654278,2.567296622375243,2.072759271634653
1.9454147676292415,3.6527534716677934,2.8384799119705946,0.4028297392129012,5.20172815387167,2.8082412088704403,2.0990264836787884
1.6489839075343582,6.008839066463828,2.614611318827748,0.12940822883508218,5.676331398216888,3.215634783975581,2.1375302181717815
0.8483238877142618,5.080543431679359,1.4350229392225664,0.5487239499415466,4.158389813937511,2.414200804499049,2.146752571049357
0.19783524187642954,3.0705895278150734,0.6433949110943509,4.114312771222146,3.738744092314356,2.352975308864471,2.1534049174304895
0.09847043302871228,4.27185210619259,0.8232113751118852,3.7188205031371595,4.208539818291655,2.6241788471524004,2.1681166027342993
1.1341687535987646,3.824674603897023,0.7914376633908518,4.55384671190383,4.30941926946646,2.922709400451386,2.1909830511499684
0.8566940574545256,0.402392078227507,0.2377517290187683,4.480071529081101,4.389821433223688,2.073346165401118,2.1875231427455906
0.30761122715728817,0.4477647113073431,4.0337371400438755,3.2867819559996434,4.015458537891568,2.418270714479944,2.194115930509429
0.5026358896621339,1.206568864804865,1.616180948877556,6.668522723760773,6.994070124106457,3.3975957102423573,2.2275459243908995
0.6139249757212752,0.14668742190109896,1.8826091513624519,5.684045942968005,6.581338557551881,2.9817212099009422,2.2479290402154954
0.4387216797993787,1.0861785308211154,1.129417158746918,7.736253957182242,6.42236323353152,3.362586912016235,2.2772621421049886
2.5034820661629595,0.7786635673600699,0.791044721315096,8.001066911443829,4.55642717402619,3.3261368880616287,2.304156366360287
1.7016824894952265,0.28227885067546765,2.1056049600980415,9.221094029062328,4.92804557604466,3.647741181075145,2.3377459867281583
0.9988806387560913,2.041018102134757,0.2839266307878958,8.634736549213613,4.8988596547506305,3.3714843151285976,2.3629591166891446
2.182220238589636,1.5318107974143444,1.0260767079545232,7.30988293252301,6.465708832517635,3.7031399017998297,2.3948681830013037
2.4081215145288013,2.0745656355699964,1.1628289873519009,8.573040911588045,7.382866877354665,4.320284785278682,2.439645313286824
4.188464785575469,1.406143207355079,1.9029354353454835,8.671031392179003,6.868710522659853,4.607457068622978,2.4889137622717366
4.136330001790789,1.5875166225550288,1.226786707204603,8.589210589230525,4.142975076262182,3.9365637994086256,2.5210837630970007
3.5980973710122157,1.3474386984681672,2.0587701229076742,9.329039596159497,4.540672562770396,4.17480367026359,2.5570341958614917
0.8164825981558153,2.009604323977321,1.6063476405980879,5.628944468590021,1.3926581964063587,2.2908074455455205,2.551369796918599
0.7905231358932099,0.9060830973241352,1.6050512981933096,5.11825632446876,1.5448765263443534,1.9929580764447536,2.539736219408727
0.49442223296203025,0.36731075331390173,1.6162474336240749,3.8049214788155012,0.9770935029677119,1.451999080336644,2.517537502284807
0.5237318696162916,0.16674201302692637,0.36457083978384475,3.5094838447534116,0.9795370631545879,1.1088131260670124,2.489363014760451
0.4946530734939856,0.6212616652034271,0.1777861861217076,2.596917313244923,0.8673954256589624,0.951602732744601,2.4592108523679834
