1,10.0,2.174213582284134,0.0,0.0,1.0,1.0,1,DLB_with_Q,DLB_with_Q_Model,Experiment
2,20.0,3.4622378012423964,10.0,2.174213582284134,1.0,1.0,2,DLB_with_Q,DLB_with_Q_Model,Experiment
3,10.0,0.42056273725850285,0.0,0.0,1.0,2.0,1,DLB_with_Q,DLB_with_Q_Model,Experiment
4,20.0,0.7810078691258123,10.0,0.42056273725850285,1.0,2.0,2,DLB_with_Q,DLB_with_Q_Model,Experiment
